department,focus_group,pain_points,processed_text,source,sentiment,title,Category,Category_Method,Category_Confidence,Cluster,Cluster_Label
BAA,BAA Supervisors,Unreliable address search,Unreliable address search,worksheet,negative,Unreliable address search,Records & Document Management,keyword_semantic_agree,6.224500268697739,-1,Noise / unclustered
BAA,BAA Supervisors,Unreliable reports,Unreliable reports,worksheet,negative,Unreliable reports,Reporting & Decision Support,keyword_semantic_agree,4.347719430923462,16,Communication & Collaboration
BAA,BAA Supervisors,Too many interfaces not linking info (i.e. parcel search),Too many interfaces not linking info (i.e. parcel search),worksheet,negative,Too many interfaces not linking info (i.e. parcel search),Records & Document Management,title_keyword,7.0,11,Records & Document Management
BAA,BAA Supervisors,Note taking (nothing technical),Note taking (nothing technical),worksheet,negative,Note taking (nothing technical),Training & Documentation,semantic,0.3217223584651947,8,Case Management
CPC,CPC,BAA fines,BAA fines,worksheet,negative,BAA fines,Workflow & Business Processes,semantic_fallback,0.07481415569782257,4,Workflow & Business Processes
CPC,CPC,Open / closed symbols on complaints,Open / closed symbols on complaints,worksheet,negative,Open / closed symbols on complaints,Case Management,keyword_low,3.0,9,Case Management
CPC,CPC,Violation sheet mixed with everything else,Violation sheet mixed with everything else,worksheet,negative,Violation sheet mixed with everything else,Case Management,keyword_low,3.0,9,Case Management
CPC,CPC,Searching complaints by address – most green / pink icons are incorrect,Searching complaints by address – most green / pink icons are incorrect,worksheet,negative,Searching complaints by address – most green / pink icons are incorrect,Records & Document Management,keyword_semantic_agree,6.161362990736961,-1,Noise / unclustered
CPC,CPC,When a property has many violations- it loads slower,When a property has many violations- it loads slower,worksheet,negative,When a property has many violations- it loads slower,Case Management,title_keyword,6.0,9,Case Management
CPC,CPC,Search by ticket number and violation number,Search by ticket number and violation number,worksheet,negative,Search by ticket number and violation number,Case Management,title_keyword,6.0,9,Case Management
CPC,CPC,Currently only allows search by ticket number,Currently only allows search by ticket number,worksheet,negative,Currently only allows search by ticket number,Records & Document Management,keyword_semantic_agree,4.200989842414856,9,Case Management
CPC,CPC,It's straightforward,It's straightforward,worksheet,positive,It's straightforward,Workflow & Business Processes,semantic_fallback,0.1151265949010849,13,Communication & Collaboration
CPC,CPC,Ability to cross-reference account other than address,Ability to cross-reference account other than address,worksheet,positive,Ability to cross-reference account other than address,Records & Document Management,keyword_semantic_agree,2.2887312173843384,11,Records & Document Management
CPC,CPC,Any accounts listed under an individual,Any accounts listed under an individual,worksheet,negative,Any accounts listed under an individual,Records & Document Management,semantic_fallback,0.27346789836883545,-1,Noise / unclustered
CPO,Permits,Too many applications,Too many applications,worksheet,negative,Too many applications,System Integration,title_keyword,5.0,17,System Integration
CPO,Permits,Lack of integration (data being shared),Lack of integration (data being shared),worksheet,negative,Lack of integration (data being shared),System Integration,title_keyword,5.0,16,Communication & Collaboration
CPO,Permits,Notification to code enforcement applicants and reviews,Notification to code enforcement applicants and reviews,worksheet,positive,Notification to code enforcement applicants and reviews,Case Management,title_keyword,5.0,8,Case Management
CPO,Permits,Split permits and codes,Split permits and codes,worksheet,negative,Split permits and codes,Case Management,keyword_low,2.0,3,Records & Document Management
CPO,Permits,Reads less like a report and more like a hunt for information,Reads less like a report and more like a hunt for information,worksheet,negative,Reads less like a report and more like a hunt for information,Reporting & Decision Support,keyword_semantic_agree,4.33065402507782,16,Communication & Collaboration
CPO,Permits,In camino when application uploads the wrong document,In camino when application uploads the wrong document,worksheet,negative,In camino when application uploads the wrong document,Records & Document Management,keyword_semantic_agree,5.162599354982376,1,System Integration
DOCE,Admin Aide,Filling out appointments separately,Filling out appointments separately,worksheet,positive,Filling out appointments separately,Communication & Collaboration,semantic,0.3742978274822235,13,Communication & Collaboration
DOCE,Admin Aide,Sometimes it saves sometimes it doesn't; different parts of IPS setup differently not cohesive throughout,Sometimes it saves sometimes it doesn't; different parts of IPS setup differently not cohesive throughout,worksheet,negative,Sometimes it saves sometimes it doesn't; different parts of IPS setup differently not cohesive throughout,System Integration,semantic_fallback,0.18702378869056702,18,User Experience & Performance
DOCE,Admin Aide,Cannot search person with associated addresses/complaints,Cannot search person with associated addresses/complaints,worksheet,negative,Cannot search person with associated addresses/complaints,Records & Document Management,keyword_semantic_agree,6.190854489803314,-1,Noise / unclustered
DOCE,Admin Aide,Difficult to find individual complaints,Difficult to find individual complaints,worksheet,negative,Difficult to find individual complaints,Case Management,keyword_low,3.0,16,Communication & Collaboration
DOCE,Admin Aide,Reverts to former address updated addresses don't always stay saved,Reverts to former address updated addresses don't always stay saved,worksheet,negative,Reverts to former address updated addresses don't always stay saved,Records & Document Management,keyword_low,2.0,5,Records & Document Management
DOCE,Admin Aide,Phone calls dropping,Phone calls dropping,worksheet,negative,Phone calls dropping,Communication & Collaboration,keyword_semantic_agree,8.322694033384323,-1,Noise / unclustered
DOCE,Admin Aide,Can't upload attachments,Can't upload attachments,worksheet,negative,Can't upload attachments,Records & Document Management,title_keyword,5.0,15,User Experience & Performance
DOCE,Admin Aide,Saving an inspection after scheduling crashes IPS or sometimes it slows down,Saving an inspection after scheduling crashes IPS or sometimes it slows down,worksheet,negative,Saving an inspection after scheduling crashes IPS or sometimes it slows down,User Experience & Performance,title_keyword,13.0,18,User Experience & Performance
DOCE,Admin Aide,Inspector names listed for periodic inspection are never in order/alphabetical,Inspector names listed for periodic inspection are never in order/alphabetical,worksheet,negative,Inspector names listed for periodic inspection are never in order/alphabetical,Scheduling & Resource Management,semantic,0.32327210903167725,8,Case Management
DOCE,Admin Aide,Sometimes Rent Holds / Rent Release doesn't appear as an option to input,Sometimes Rent Holds / Rent Release doesn't appear as an option to input,worksheet,negative,Sometimes Rent Holds / Rent Release doesn't appear as an option to input,Scheduling & Resource Management,semantic_fallback,0.21103604137897491,-1,Noise / unclustered
DOCE,Admin Aide,Prolonged loading time,Prolonged loading time,worksheet,negative,Prolonged loading time,User Experience & Performance,keyword_semantic_agree,3.37603560090065,-1,Noise / unclustered
DOCE,Admin Aide,Freezing and crashing of IPS,Freezing and crashing of IPS,worksheet,negative,Freezing and crashing of IPS,User Experience & Performance,keyword_semantic_agree,14.24835567176342,18,User Experience & Performance
DOCE,Building Inspectors,Updated Contact Information,Updated Contact Information,worksheet,positive,Updated Contact Information,Communication & Collaboration,semantic,0.34939855337142944,5,Records & Document Management
DOCE,Building Inspectors,Updated address,Updated address,worksheet,positive,Updated address,Records & Document Management,keyword_low,2.0,5,Records & Document Management
DOCE,Building Inspectors,Task to be done for inspection addressed before Inspection,Task to be done for inspection addressed before Inspection,worksheet,negative,Task to be done for inspection addressed before Inspection,Case Management,keyword_low,3.0,8,Case Management
DOCE,Building Inspectors,Citing in field,Citing in field,worksheet,positive,Citing in field,Records & Document Management,semantic_fallback,0.19964776933193207,4,Workflow & Business Processes
DOCE,Building Inspectors,Required permits,Required permits,worksheet,positive,Required permits,Training & Documentation,semantic_fallback,0.21160513162612915,3,Records & Document Management
DOCE,Building Inspectors,Having to rely on other people,Having to rely on other people,worksheet,negative,Having to rely on other people,Communication & Collaboration,semantic_fallback,0.2909787595272064,16,Communication & Collaboration
DOCE,Building Inspectors,So many systems,So many systems,worksheet,positive,So many systems,System Integration,semantic,0.438108891248703,17,System Integration
DOCE,Building Inspectors,Lack of communication,Lack of communication,worksheet,negative,Lack of communication,Communication & Collaboration,keyword_semantic_agree,4.466845601797104,16,Communication & Collaboration
DOCE,Building Inspectors,Getting blamed for slow BAA and Law process,Getting blamed for slow BAA and Law process,worksheet,negative,Getting blamed for slow BAA and Law process,User Experience & Performance,title_keyword,7.0,4,Workflow & Business Processes
DOCE,Building Inspectors,Zoning approval/zone check,Zoning approval/zone check,worksheet,negative,Zoning approval/zone check,Workflow & Business Processes,keyword_low,3.0,3,Records & Document Management
DOCE,Building Inspectors,Tax delinquecy,Tax delinquecy,worksheet,negative,Tax delinquecy,Records & Document Management,semantic_fallback,0.1550784856081009,4,Workflow & Business Processes
DOCE,Building Inspectors,Elevator certification,Elevator certification,worksheet,positive,Elevator certification,Training & Documentation,semantic,0.3563236594200134,8,Case Management
DOCE,Building Inspectors,Water certification,Water certification,worksheet,positive,Water certification,Training & Documentation,semantic_fallback,0.2762432396411896,8,Case Management
DOCE,CPO-Coordinators,Moving things / duplicating from Camino to IPS,Moving things / duplicating from Camino to IPS,worksheet,positive,Moving things / duplicating from Camino to IPS,System Integration,keyword_semantic_agree,4.315377563238144,1,System Integration
DOCE,CPO-Coordinators,Application process made more difficult with Camino,Application process made more difficult with Camino,worksheet,negative,Application process made more difficult with Camino,System Integration,title_keyword,4.0,1,System Integration
DOCE,CPO-Coordinators,60day notices: crashes and takes time to process,60day notices: crashes and takes time to process,worksheet,negative,60day notices,User Experience & Performance,keyword,8.0,15,User Experience & Performance
DOCE,CPO-Coordinators,Applicant communication,Applicant communication,worksheet,positive,Applicant communication,Communication & Collaboration,keyword_semantic_agree,4.502064645290375,13,Communication & Collaboration
DOCE,CPO-Coordinators,Updating owner information,Updating owner information,worksheet,positive,Updating owner information,Records & Document Management,semantic,0.3227846622467041,5,Records & Document Management
DOCE,CPO-Coordinators,Why is family based not in Camino,Why is family based not in Camino,worksheet,negative,Why is family based not in Camino,System Integration,keyword_semantic_agree,4.196812495589256,1,System Integration
DOCE,Housing Inspectors,When IPS freezes or not working efficiently it can cause a delay in process,When IPS freezes or not working efficiently it can cause a delay in process,worksheet,negative,When IPS freezes or not working efficiently it can cause a delay in process,User Experience & Performance,title_keyword,8.0,18,User Experience & Performance
DOCE,Housing Inspectors,Actions in IPS are slow to select,Actions in IPS are slow to select,worksheet,negative,Actions in IPS are slow to select,User Experience & Performance,title_keyword,7.0,18,User Experience & Performance
DOCE,Housing Inspectors,Selection same actions multiple times,Selection same actions multiple times,worksheet,negative,Selection same actions multiple times,Workflow & Business Processes,keyword_semantic_agree,2.1767344623804092,2,User Experience & Performance
DOCE,Housing Inspectors,Organize cases based on type of cases,Organize cases based on type of cases,worksheet,positive,Organize cases based on type of cases,Case Management,keyword_semantic_agree,4.445758283138275,14,Case Management
DOCE,Housing Inspectors,Checking lead map frequently,Checking lead map frequently,worksheet,positive,Checking lead map frequently,Scheduling & Resource Management,semantic_fallback,0.24034951627254486,11,Records & Document Management
DOCE,Housing Inspectors,When others are entering violations at the same time,When others are entering violations at the same time,worksheet,negative,When others are entering violations at the same time,Case Management,title_keyword,6.0,9,Case Management
DOCE,Housing Inspectors,No shortcut for common actions (i.e. code staff notes),No shortcut for common actions (i.e. code staff notes),worksheet,positive,No shortcut for common actions (i.e. code staff notes),Records & Document Management,keyword_low,3.0,15,User Experience & Performance
DOCE,Housing Inspectors,Addresses aren't always updated,Addresses aren't always updated,worksheet,negative,Addresses aren't always updated,Records & Document Management,keyword_semantic_agree,2.205880716443062,5,Records & Document Management
DOCE,Housing Inspectors,Too many actions,Too many actions,worksheet,negative,Too many actions,Workflow & Business Processes,keyword_semantic_agree,7.240120634436607,2,User Experience & Performance
DOCE,Housing Inspectors,IPS will be slow or shutdown; reboot needed,IPS will be slow or shutdown; reboot needed,worksheet,negative,IPS will be slow or shutdown; reboot needed,User Experience & Performance,keyword_semantic_agree,17.288825660943985,18,User Experience & Performance
DOCE,Housing Inspectors,"IPS does not have a general scroll option for all cases, need to go into/out of multiple open/closed cases to get accurate picture of case/property history and active cases","IPS does not have a general scroll option for all cases, need to go into/out of multiple open/closed cases to get accurate picture of case/property history and active cases",worksheet,negative,"IPS does not have a general scroll option for all cases, need to go into/out of multiple open/closed cases to get accurate picture of case/property history and active cases",Data Management & Visibility,title_keyword,6.0,19,System Integration
DOCE,Housing Inspectors,“Trim down” the drop downs related to assigned inspector/type of case,“Trim down” the drop downs related to assigned inspector/type of case,worksheet,negative,“Trim down” the drop downs related to assigned inspector/type of case,Case Management,keyword_semantic_agree,2.283361166715622,2,User Experience & Performance
DOCE,Office Managers,Updating ownership will sometimes make IPS crash,Updating ownership will sometimes make IPS crash,worksheet,negative,Updating ownership will sometimes make IPS crash,User Experience & Performance,title_keyword,8.0,18,User Experience & Performance
DOCE,Office Managers,Sometimes Image Mate doesn't have the best information and overrides correct ownership information already in IPS,Sometimes Image Mate doesn't have the best information and overrides correct ownership information already in IPS,worksheet,negative,Sometimes Image Mate doesn't have the best information and overrides correct ownership information already in IPS,Data Management & Visibility,keyword_low,2.0,19,System Integration
DOCE,Office Managers,Opening cases too quickly and more than one at a time in IPS will often make it crash,Opening cases too quickly and more than one at a time in IPS will often make it crash,worksheet,negative,Opening cases too quickly and more than one at a time in IPS will often make it crash,User Experience & Performance,keyword_semantic_agree,8.294558346271515,18,User Experience & Performance
DOCE,Office Managers,Sanitation notice bar in print queue crashes when clicked,Sanitation notice bar in print queue crashes when clicked,worksheet,negative,Sanitation notice bar in print queue crashes when clicked,User Experience & Performance,keyword_semantic_agree,10.16171109676361,15,User Experience & Performance
DOCE,Office Managers,Address updating – having to click on contact to view updated address,Address updating – having to click on contact to view updated address,worksheet,negative,Address updating – having to click on contact to view updated address,Records & Document Management,keyword_low,2.0,5,Records & Document Management
DOCE,Office Managers,Property manager/agent in IPS “Parcel” does not always transfer over when opening a new case,Property manager/agent in IPS “Parcel” does not always transfer over when opening a new case,worksheet,negative,Property manager/agent in IPS “Parcel” does not always transfer over when opening a new case,Records & Document Management,keyword_semantic_agree,3.272538870573044,-1,Noise / unclustered
DOCE,Office Managers,“Refer to BAA” action in the case will not always refer the case to BAA,“Refer to BAA” action in the case will not always refer the case to BAA,worksheet,negative,“Refer to BAA” action in the case will not always refer the case to BAA,Workflow & Business Processes,keyword_low,2.0,4,Workflow & Business Processes
DOCE,Permit/Commercial/Electrical Inspectors,IPS buffers/breaks down,IPS buffers/breaks down,worksheet,negative,IPS buffers/breaks down,System Integration,semantic_fallback,0.3023879826068878,18,User Experience & Performance
DOCE,Permit/Commercial/Electrical Inspectors,Searching for information,Searching for information,worksheet,negative,Searching for information,Records & Document Management,keyword_semantic_agree,4.374040603637695,16,Communication & Collaboration
DOCE,Permit/Commercial/Electrical Inspectors,When you schedule an inspection on camino it doesn't show up on outlook,When you schedule an inspection on camino it doesn't show up on outlook,worksheet,negative,When you schedule an inspection on camino it doesn't show up on outlook,System Integration,title_keyword,7.0,1,System Integration
DOCE,Permit/Commercial/Electrical Inspectors,Better training on processes in pace,Better training on processes in pace,worksheet,positive,Better training on processes in pace,Training & Documentation,keyword_semantic_agree,10.391094714403152,17,System Integration
DOCE,Permit/Commercial/Electrical Inspectors,Cannot create new dates in camino to check/call contractors for updates,Cannot create new dates in camino to check/call contractors for updates,worksheet,negative,Cannot create new dates in camino to check/call contractors for updates,System Integration,title_keyword,4.0,1,System Integration
DOCE,Permit/Commercial/Electrical Inspectors,Camino's layout format,Camino's layout format,worksheet,positive,Camino's layout format,System Integration,title_keyword,4.0,1,System Integration
DOCE,Permit/Commercial/Electrical Inspectors,Seeing new/assigned work,Seeing new/assigned work,worksheet,positive,Seeing new/assigned work,Scheduling & Resource Management,semantic_fallback,0.30927667021751404,8,Case Management
DOCE,Permit/Commercial/Electrical Inspectors,access,access,worksheet,positive,access,Data Management & Visibility,semantic_fallback,0.2733200788497925,-1,Noise / unclustered
DOCE,Permit/Commercial/Electrical Inspectors,In camino not being able to keep track of tickle dates,In camino not being able to keep track of tickle dates,worksheet,negative,In camino not being able to keep track of tickle dates,Scheduling & Resource Management,keyword_semantic_agree,5.292232096195221,1,System Integration
DOCE,Permit/Commercial/Electrical Inspectors,No coordination,No coordination,worksheet,negative,No coordination,Communication & Collaboration,keyword_semantic_agree,4.305996626615524,16,Communication & Collaboration
DOCE,Supervisors,"Too many systems needed to check ownership, taxes, water, codes, permits, zoning history","Too many systems needed to check ownership, taxes, water, codes, permits, zoning history",worksheet,negative,"Too many systems needed to check ownership, taxes, water, codes, permits, zoning history",System Integration,title_keyword,5.0,3,Records & Document Management
DOCE,Supervisors,Missing information / data (historical information),Missing information / data (historical information),worksheet,negative,Missing information / data (historical information),Data Management & Visibility,keyword_semantic_agree,11.553415596485138,6,Data Management & Visibility
DOCE,Supervisors,“Some historical data lost in fire/flooding/pipe burst”,“Some historical data lost in fire/flooding/pipe burst”,worksheet,negative,“Some historical data lost in fire/flooding/pipe burst”,Data Management & Visibility,keyword_semantic_agree,5.320448935031891,6,Data Management & Visibility
DOCE,Supervisors,Information not digital/in one place,Information not digital/in one place,worksheet,negative,Information not digital/in one place,Data Management & Visibility,keyword_semantic_agree,2.35393089056015,6,Data Management & Visibility
DOCE,Supervisors,Multiple software programs and databases,Multiple software programs and databases,worksheet,positive,Multiple software programs and databases,Data Management & Visibility,semantic,0.37918826937675476,17,System Integration
DOCE,Supervisors,Inconsistent / lagging contact information,Inconsistent / lagging contact information,worksheet,negative,Inconsistent / lagging contact information,Data Management & Visibility,title_keyword,5.0,5,Records & Document Management
DOCE,Supervisors,Parcel information not being in one central location,Parcel information not being in one central location,worksheet,negative,Parcel information not being in one central location,Data Management & Visibility,semantic,0.39615508913993835,11,Records & Document Management
DOCE,Supervisors,Research on multiple software,Research on multiple software,worksheet,positive,Research on multiple software,System Integration,semantic,0.36405351758003235,17,System Integration
DOCE,Supervisors,Historical information is missing,Historical information is missing,worksheet,negative,Historical information is missing,Data Management & Visibility,keyword_semantic_agree,5.366834789514542,6,Data Management & Visibility
DOCE,Supervisors,Too much collaborating on email (especially with projects),Too much collaborating on email (especially with projects),worksheet,negative,Too much collaborating on email (especially with projects),Communication & Collaboration,keyword_semantic_agree,3.4162180423736572,16,Communication & Collaboration
DOCE,Supervisors,Currently no major concerns with IPS,Currently no major concerns with IPS,worksheet,negative,Currently no major concerns with IPS,System Integration,semantic_fallback,0.2405579388141632,19,System Integration
DOCE,Supervisors,Contractors find Camino very frustrating and then gets turned over to CPO and me – Demo Permits,Contractors find Camino very frustrating and then gets turned over to CPO and me – Demo Permits,worksheet,negative,Contractors find Camino very frustrating and then gets turned over to CPO and me – Demo Permits,System Integration,title_keyword,4.0,1,System Integration
DOCE,Supervisors,Too many places where information is stored,Too many places where information is stored,worksheet,negative,Too many places where information is stored,Data Management & Visibility,keyword_semantic_agree,2.3692731261253357,17,System Integration
DOCE,Supervisors,Special Knowledge needed to operate system,Special Knowledge needed to operate system,worksheet,positive,Special Knowledge needed to operate system,Training & Documentation,keyword_semantic_agree,4.425203293561935,17,System Integration
DOCE,Zoning,Historical context / research scattered all over. “Finding all the history”,Historical context / research scattered all over. “Finding all the history”,worksheet,negative,Historical context / research scattered all over. “Finding all the history”,Data Management & Visibility,keyword_semantic_agree,10.355417340993881,6,Data Management & Visibility
DOCE,Zoning,Parcel based but not system of record tracking addressing/ownership,Parcel based but not system of record tracking addressing/ownership,worksheet,negative,Parcel based but not system of record tracking addressing/ownership,Records & Document Management,keyword_semantic_agree,7.503275811672211,11,Records & Document Management
DOCE,Zoning,Ownership chenges,Ownership chenges,worksheet,negative,Ownership chenges,Records & Document Management,semantic_fallback,0.18230541050434113,7,Records & Document Management
DOCE,Zoning,Re-subs,Re-subs,worksheet,negative,Re-subs,System Integration,semantic_fallback,0.08123031258583069,-1,Noise / unclustered
DOCE,Zoning,Lot aleration,Lot aleration,worksheet,positive,Lot aleration,Workflow & Business Processes,semantic_fallback,0.08358962833881378,2,User Experience & Performance
DOCE,Zoning,History on “inactive parcels”,History on “inactive parcels”,worksheet,negative,History on “inactive parcels”,Records & Document Management,keyword_semantic_agree,3.254542499780655,11,Records & Document Management
DOCE,Zoning,Basement filling system (excel spreadsheet),Basement filling system (excel spreadsheet),worksheet,negative,Basement filling system (excel spreadsheet),Workflow & Business Processes,title_keyword,4.0,3,Records & Document Management
